T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,action,reward,_T0,_T1,_T2,_T3,_T4,_T5,_T6,_T7,_T8,_T9,_T10,_T11,_T12,_T13,_T14,_T15,_F0,_F1,_F2,_F3,_F4,_F5,_F6,_F7,_F8,_F9,_F10,_F11,_F12,_F13,_F14,_F15
0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,1,0,1,1,1,1,1,2,0,1,1,1,2,1,10,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1
0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,10,9,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,0
0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,0,1,-1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1
0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,7,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,1,1,2,2,1,1,1,2,0,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,1,1,2,2,1,1,1,2,0,1,1,1,1,1,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,2,1,2,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,2,1,2,1,0,1,1,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,2,1,1,2,2,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,2,1,1,2,2,1,1,1,1,1,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,1,1,2,1,2,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,1,1,2,1,2,1,1,1,1,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,1,1,2,1,2,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,1,1,2,1,2,1,1,1,1,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,1,1,2,1,2,0,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,1,1,2,1,2,0,1,2,1,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,1,1,2,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,1,1,2,1,1,0,1,1,1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,1,1,1,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,1,1,1,1,1,1,0,1,1,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0,1,1,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0,1,1,1,1,1,0,1,1,1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,2,1,0,1,1,1,1,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,2,1,0,1,1,1,1,1,0,1,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,3,0,1,1,1,0,1,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,3,0,1,1,1,0,1,1,1,2,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,3,1,1,1,1,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,3,1,1,1,1,0,1,1,1,1,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,3,1,0,2,1,1,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,3,1,0,2,1,1,1,0,1,1,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,1,2,1,1,2,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,1,2,1,1,2,1,0,1,1,1,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,2,1,2,1,2,1,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,2,1,2,1,2,1,1,0,1,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,2,1,1,1,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,2,1,1,1,0,1,1,1,1,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,2,1,2,1,1,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,2,1,2,1,1,0,1,1,1,1,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,2,2,1,1,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,2,2,1,1,0,1,1,1,1,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,2,1,2,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,2,1,2,1,1,1,1,1,1,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,2,1,2,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,2,1,2,1,1,0,1,1,1,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,2,2,1,2,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,2,2,1,2,1,0,1,1,1,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,1,1,1,0,1,1,1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,1,2,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,1,2,1,1,1,0,1,1,1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,1,2,1,2,0,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,1,2,1,2,0,1,0,0,1,1,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,2,2,1,2,1,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,2,2,1,2,1,1,0,0,1,1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,2,1,1,2,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,2,1,1,2,1,0,0,1,1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,2,2,2,1,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,2,2,2,1,1,1,0,0,1,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,2,2,1,1,1,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,2,2,1,1,1,1,0,0,1,1,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3,2,1,1,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3,2,1,1,1,0,0,1,1,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,2,2,1,2,2,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,2,2,1,2,2,0,0,1,1,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,2,2,1,1,3,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,2,2,1,1,3,1,0,1,1,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,2,2,1,1,2,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,2,2,1,1,2,1,0,1,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2,3,1,0,2,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2,3,1,0,2,1,0,1,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,2,2,1,0,1,2,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,2,2,1,0,1,2,0,1,0,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,2,3,1,0,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,2,3,1,0,1,2,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,3,3,1,0,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,3,3,1,0,1,1,1,0,0,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,2,1,1,2,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,2,1,1,2,1,0,0,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,1,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,1,1,2,0,0,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,1,2,2,1,1,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,1,2,2,1,1,2,1,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,2,3,1,0,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,2,3,1,0,2,1,0,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,2,2,1,1,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,2,2,1,1,2,1,0,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,2,1,2,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,2,1,2,1,1,1,1,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,1,1,1,1,0,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,2,1,1,2,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,2,1,1,2,1,1,1,1,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,2,1,2,2,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,2,1,2,2,1,1,1,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,3,1,2,2,2,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,3,1,2,2,2,1,1,1,0,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,1,1,2,2,2,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,1,1,2,2,2,1,1,1,0,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,2,2,2,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,2,2,2,1,1,1,0,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1,1,1,1,3,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1,1,1,1,3,2,1,1,0,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,1,1,2,2,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,1,1,2,2,2,1,1,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,1,1,2,1,3,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,1,1,2,1,3,1,0,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,2,1,2,1,2,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,2,1,2,1,2,0,1,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,2,2,2,1,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,2,2,2,1,2,1,1,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,1,2,1,1,2,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,1,2,1,1,2,2,1,1,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,1,2,1,1,2,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,1,2,1,1,2,2,1,1,0,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,3,1,1,2,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,3,1,1,2,2,1,1,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,3,1,1,2,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,3,1,1,2,1,1,1,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,3,1,1,2,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,3,1,1,2,1,1,1,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,3,1,1,2,1,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,3,1,1,2,1,2,1,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,1,2,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,1,2,1,1,1,1,0,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,3,1,1,1,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,3,1,1,1,2,1,1,0,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,1,2,1,2,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,1,2,1,2,1,1,1,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,2,1,2,1,2,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,2,1,2,1,2,1,1,1,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,1,1,1,2,2,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,1,1,1,2,2,1,1,1,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,2,1,2,1,2,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,2,1,2,1,2,1,1,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,2,2,1,2,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,2,2,1,2,1,1,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,2,2,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,2,2,2,1,0,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,1,1,1,2,2,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,1,1,1,2,2,2,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,2,2,0,0
